NPC Name:|Endless||||
OlegC25|Now, please, no more questions. What else is there to say?||||
OlegC26|I am happy for them, but they are ((not)) my daughters. You say they were altered by magic? Then they are new people.||||
OlegC27|If they are anyone's children, they are the King's. Let Its Majesty look for them, if it wants.||||
OlegC28|Are you going to say that some part of her is still in there? That maybe there is a way to save her? ##These are foolish tales people tell themselves because they are scared of the truth.||||
OlegC29|Just as a corpse may gasp and twitch hours after death, so the Corrupted vomit up chunks of the person they replaced. What you spoke to was only an echo, like a ghost.||||
OlegC30|Besides, what would I do? Break her out of her cage? Smuggle her past quarantine? Hide her in my cupboard? Then we would both be destroyed.||||
OlegC31|My daughter is gone. Whatever ((thing)) has her body now, let them burn it.||||
OlegC32|<<He eyes you venomously.>> ##What ((exactly)) are you saying? That this was my fault? What kind of question is that for a grieving father?||||
OlegC33|<<He slams the table.>> [[Enough]]! What the hell do you know about my life? About my country?||||
OlegC34|Do you think I can just knock on the King's door and ask nicely? You think they can't find someone else who wants my job, my house?||||
OlegC35|I ((protect)) this Kingdom. It is outsiders like ((you)), sneaking in and out – smugglers, mercenaries, saboteurs and spies – that force the King to take such a heavy hand. If everyone followed the law, none of this would have happened.||||
OlegCP1|Oleg, I need to ask you something.||||
OlegCP2|<<[Leave without a word.]>>||||
OlegCP3|I found your daughter. Her name was Aphra.||||
OlegCP4|Not yet. There's one more lead I need to investigate.||||
OlegCP5|She'd be 36 this year. She worked on a farm in Istrik. She wanted to come home to Ferropolis, but the King denied her.||||
OlegCP6|She wanted to go to technical school but they sent her to a factory. Then they took away her medicine, so she got fired.||||
OlegCP7|She asked the King to change her body, but it refused. At one point she got arrested for wearing the wrong clothes.||||
OlegCP8|I'm sorry. Your daughter is dead.||||
OlegCP9|I'm sorry. Your daughter has become Corrupted.||||
OlegCP10|<<[Tell him about Project Horoscope]>> Actually, it's complicated...||||
OlegCP11|<<[Silently hand it over.]>>||||
OlegCP12|I left it with your daughter. It seemed like the right thing to do.||||
OlegCP13|Wait a minute. This isn't over.||||
OlegCP14|<<[Remain silent.]>>||||
OlegCP15|Don't you want to be there when I light it?||||
OlegCP16|Let me ask you something else before I go.||||
OlegCP17|Farewell, Oleg.||||
OlegCP18|There are versions of your daughter that survived. Don't you want to meet them?||||
OlegCP19|Corrupted or not, Aphra recognised the locket. She remembered you.||||
OlegCP20|Don't you see you're part of this? Your job upholds the regime that got her killed.||||
OlegCP21|That's all I wanted to know.||||
OlegCP22|Very well. I'm done.||||
OlegCP23|You can't just carry on like nothing is wrong!||||
OlegCP24|You have power in this kingdom. You could ((do)) something.||||
OlegCP25|You're right, I'm sorry. Forget I said anything.||||
OlegDebug1|Halt, traveller – ##<<Oleg looks around in puzzlement.>> Ach, King's cock. This is [[debug mode]], isn't it?||||
OlegDebug2|<<He gives you a venomous glare.>> ##Well? What did you bring me here for, you defeatist scum?||||
OlegDebug3|Whatever. All the mushroom wine in Hallowshire cannot make this experience bearable.||||
OlegDebug4|((What)) did you say to me, you little – ?!||||
OlegNeighbour1|Are you the one Oleg's been waiting for? He was ((very)) intent on not missing you. Made me promise to wake him up if anyone called while he was asleep.||||
OlegNeighbour2|<<The man turns and yells upstairs.>> ##Oi! Oleg! Visitor!||||
OlegNeighbour3|You here to see Citizen Myshkin? He's just upstairs, in the rooms above. ##Mind yourself, though – he's mean when he's drunk. Which lately means pretty much always.||||
OlegNeighbour4|Aye, that's the one. Is he in trouble or something? ##<<The man snorts.>> Couldn't have happened to a nicer bloke.||||
OlegNeighbourP1|Would that be 'Oleg Igorovich Myshkin', by any chance?||||
OlegNeighbourP2|Thanks for the warning.||||
LibrarySkull1|...mass over sorrow to the power of quiddity is equal to the square root of petrichor point seven seven one recurring, carry the amphibrach...||||
LibrarySkull2|...No, no, no, heresy, ((HERESY!)) Find another path, yes, another answer...||||
LibrarySkull3|Hey. Buddy. Hey buddy. Help a fella out? I know where you can find some ((real)) treasures. All ya gotta do is get me outta here...||||
LibrarySkull4|Ehhh... you know. Treasures. The kind mortals just love. Gold, jewels, ingots. Pearl necklaces, fancy hats. Fresh fruit and loving parents. That kinda thing.||||
LibrarySkull5|All one hundred percent guaranteed to ((not)) be cursed in any way.||||
LibrarySkull6|Aw c'mon, buddy! I can make ya rich beyond your wildest dreams. Where you goin', friend? Chum? Ol' pal o' mine? You rotten filthy bastard, you can't just leave me here...!||||
LibrarySkullP1|What kind of treasures?||||
LibrarySkullP2|Sorry, not interested.||||
SpuriousLibrarianA1|<<This woman is in late middle age, perfectly inconspicuous but for her bright red lipstick. She looks up from a stack of papers to inspect you through half-moon glasses.>>||||
SpuriousLibrarianA2|Can I help you, dearie? Do try to keep your voice down; the mechapedes are provoked by sound.||||
SpuriousLibrarianA3|<<You hear a mechanical chittering from the ceiling.>> ##A little quieter please, dearie. They stay snuggled away most of the time, but if we make too much noise they'll come scurrying out hungry for blood.||||
SpuriousLibrarianA4|Mechapedes, dearie. They stay snuggled away most of the time. If I were to scream, they'd come scurrying out hungry for blood. But I'm sure you wouldn't give me any cause for that, hmm?||||
SpuriousLibrarianA5|Now, can I help you find anything?||||
SpuriousLibrarianA6|Hello again, dearie. Can I help you find anything?||||
SpuriousLibrarianA6R|Did you need something else, dearie?||||
SpuriousLibrarianA7|A rather dreary archive, I'm afraid, run by blessed [[Machinists' Guild]]. Before the God War, this was a chapel to one of those dreadful Wikkan deities.||||
SpuriousLibrarianA7R|Any other questions?||||
SpuriousLibrarianA8|Now it stores official records for the [[Clockwork King]] – most of which will put you straight to sleep.||||
SpuriousLibrarianA9|You're the first in a while, dearie. I don't mind admitting it gets a bit lonely out here, but at least the machines keep me company.||||
SpuriousLibrarianA10|Perhaps one day they'll replace ((me)) with a machine, eh? Hopefully only after I've earned my pension.||||
SpuriousLibrarianA11|That depends, dearie. Documents can be accessed from the [[reading room]] upstairs, as long as you have the right paperwork.||||
SpuriousLibrarianA12|Does that all make sense, dearie?||||
SpuriousLibrarianA13|Usually we'd want a specific permit from the Clockwork King for whatever records you wish to see. Occasionally Its Majesty grants general permits, but we don't see those too often.||||
SpuriousLibrarianA14|<<She examines it, then looks kindly at you over her spectacles.>> ##That's a very nice brooch, but I'm afraid I'll need something more specific. Let me know if you need help filling out a petition.||||
SpuriousLibrarianA15|<<She consults a ledger.>> Hmm, let me see... ##You're in luck, dearie. We have an issue of the [[Royal Dispatch]] that mentions that group. It's public material, so you won't need any permit.||||
SpuriousLibrarianA16|<<The librarian straightens up in her chair and whistles three eldritch notes. Your ears pop, and an intangible wind rustles the pages all around you.>>||||
SpuriousLibrarianA17|You'll find it on one of the lecterns in this room. ##Just don't try to tamper with it, hm? Otherwise the mechapedes will be ((very)) angry.||||
SpuriousLibrarianA18|<<She looks at you over her spectacles.>> The library of ((what))? That certainly doesn't sound like a real place, dearie.||||
SpuriousLibrarianA19|If such a place did exist, you wouldn't be allowed there; and so, if this was it, you'd have to leave. But... ##<<She smiles sweetly at you.>> It doesn't, and this isn't, so you're fine.||||
SpuriousLibrarianA20|Is this a game, dearie? I confess I don't know the rules. Three fingers, of course.||||
SpuriousLibrarianA21|Try not to disturb the skulls, dearie. They have all kinds of funny ideas.||||
SpuriousLibrarianA22|<<She frowns.>> What's this? Did Oleg send you? ##Damnit, I've already told him I know nothing about any...||||
SpuriousLibrarianA23|<<Her eyes catch the locket, and suddenly she can't look away.>> ##...locket.||||
SpuriousLibrarianA23b|I've never seen this locket in my life. Except... why does it feel so...? ##<<She takes it gingerly, feeling it in her hands.>>||||
SpuriousLibrarianA24|<<She shoves the locket back at you.>> ##Please leave. Tell that drunken bloody oaf I want nothing to do with him, and I'm ((not)) –||||
SpuriousLibrarianA25|<<She slams her fist on the desk to emphasise her point, prompting a chorus of mechanical chitters from the ceiling.>>||||
SpuriousLibrarianA26|<<The librarian sighs and lowers her voice to a sharp whisper.>> ##As I said. I'm not rescinding my petition.||||
SpuriousLibrarianA27|Our ((divorce)) petition. Isn't that why Oleg sent you? We've been waiting more than a year now for Its Majesty's ruling. Unfortunately, there's a backlog.||||
SpuriousLibrarianA28|<<She listens to your explanation with growing alarm.>> ##But... but that's preposterous. That can't be right. I ((know)) that isn't...||||
SpuriousLibrarianA29|<<Her eyes return inexorably to the locket.>> King's mercy. It's true, isn't it?||||
SpuriousLibrarianA30|<<She looks back at you, seemingly on the verge of tears.>> ##I... apologise for my, um, outburst. I'm a little taken aback. You see, [[it's my child too]].||||
SpuriousLibrarianA31|Listen. I ((can't)) help you. This ((is)) just an ordinary library, you see? There's ((nothing)) here about any [[missing child]]. And I ((am)) authorised to help you with ((whatever)) you need. Do you understand?||||
SpuriousLibrarianA32|<<She gives you a meaningful look.>> Don't be absurd. There used to be a librarian here who could only lie, but she turned into a dragon and flew away.||||
SpuriousLibrarianA33|Sorry I couldn't be of more help, dearie.||||
SpuriousLibrarianA34|<<She steels herself.>> Go on, dearie. How can I help?||||
SpuriousLibrarianA35|<<She thinks for a moment.>> Everything stored here is absolutely true, see? And it always was.||||
SpuriousLibrarianA36|Whatever you may have heard about the King being able to edit people out of reality is complete nonsense. If that ((was)) happening, everyone would certainly notice.||||
SpuriousLibrarianA37|And of course there would be no record of it. How can you keep records of something that never existed? ##I can't imagine why the Machinists would ever need something like that.||||
SpuriousLibrarianA38|Whatever do you mean? Naturally I can tell you basic facts about this library, such as how to access documents. And no one will mind if we chat about our own lives, or the weather or suchlike.||||
SpuriousLibrarianA39|I just can't discuss any hidden purpose to the library, or some spooky enchantment I might be under – because, of course, neither thing exists.||||
SpuriousLibrarianA40|Well... since neither I nor Oleg can remember the child, it stands to reason that they never existed. And if they never existed, there couldn't be any [[record]]. Certainly not here.||||
SpuriousLibrarianA41|Anyway, there's no way to access the [[reading room]] upstairs without a royal permit. No way at all. Can you ((imagine)) if it was something as simple as a hidden lever? ##<<Her gaze briefly darts down under her desk.>>||||
SpuriousLibrarianA42|<<She yawns theatrically.>> Oh dear, I'm feeling rather tired. You'll behave yourself if I rest my eyes for a moment, won't you?||||
